war,total_offense,total_defense,efficiency,expected_goals,goals_above_expected,goals_above_replacement,player_name,match_id,scraped_at
19.0,10.0,11.0,6.0,0.0,0.0,0.0,Slick__AV,2374722570357,2025-10-12T00:59:42.657238
38.0,100.0,14.0,37.0,0.9,0.1,0.27,MrBazzzz,2368993750009,2025-10-12T01:00:03.486770
64.0,31.0,33.0,8.0,0.36,-0.36,-0.73,Mcapp_1,2368993750009,2025-10-12T01:00:09.101998
11.0,66.0,0.0,6.0,1.08,-1.08,-0.73,TwoInchTommy565,2368993750009,2025-10-12T01:00:14.736475
34.0,39.0,0.0,8.0,0.72,-0.72,-0.73,NYKings06,2368993750009,2025-10-12T01:00:20.371554
51.0,27.0,53.0,11.0,0.18,-0.18,-0.73,Slick__AV,2368993750009,2025-10-12T01:00:26.003826
54.0,13.0,32.0,7.0,0.2,-0.2,-0.84,MrBazzzz,2382333460025,2025-10-12T01:46:12.237185
81.0,100.0,35.0,67.0,0.4,0.6,0.16,Mcapp_1,2382333460025,2025-10-12T01:46:17.873428
29.0,100.0,0.0,32.0,1.41,-1.41,-0.84,TwoInchTommy565,2382333460025,2025-10-12T01:46:23.504002
69.0,100.0,35.0,58.0,0.61,0.39,0.16,NYKings06,2382333460025,2025-10-12T01:46:29.137864
51.0,56.0,43.0,43.0,0.0,0.0,0.0,Slick__AV,2382333460025,2025-10-12T01:46:34.771266
59.0,100.0,11.0,100.0,0.72,1.28,1.19,MrBazzzz,2382215320222,2025-10-12T01:46:54.682820
69.0,100.0,40.0,80.0,0.72,-0.72,-0.81,Mcapp_1,2382215320222,2025-10-12T01:47:00.321005
51.0,100.0,0.0,100.0,0.9,-0.9,-0.81,TwoInchTommy565,2382215320222,2025-10-12T01:47:05.950989
73.0,100.0,0.0,97.0,0.72,0.28,0.19,NYKings06,2382215320222,2025-10-12T01:47:11.569125
58.0,100.0,33.0,48.0,0.18,-0.18,-0.81,Slick__AV,2382215320222,2025-10-12T01:47:17.197401
80.0,88.0,59.0,27.0,0.46,0.54,0.36,Mcapp_1,2478571630155,2025-10-13T12:15:30.427389
39.0,100.0,0.0,54.0,0.62,-0.62,-0.64,TwoInchTommy565,2478571630155,2025-10-13T12:15:36.059777
55.0,100.0,0.0,56.0,0.62,-0.62,-0.64,NYKings06,2478571630155,2025-10-13T12:15:41.690612
78.0,100.0,33.0,46.0,0.68,0.32,0.57,Mcapp_1,2478071580078,2025-10-13T12:16:53.857473
94.0,100.0,0.0,100.0,1.36,2.64,3.57,TwoInchTommy565,2478071580078,2025-10-13T12:16:59.490097
92.0,100.0,29.0,96.0,1.09,-0.09,0.57,NYKings06,2478071580078,2025-10-13T12:17:05.125390
31.0,23.0,0.0,4.0,0.32,-0.32,-0.75,MrBazzzz,2472889070498,2025-10-13T12:17:34.244033
82.0,10.0,93.0,5.0,0.16,-0.16,-0.75,Mcapp_1,2472889070498,2025-10-13T12:17:39.872646
47.0,100.0,0.0,77.0,0.95,-0.95,-0.75,TwoInchTommy565,2472889070498,2025-10-13T12:17:45.505732
74.0,100.0,11.0,61.0,0.47,1.53,1.25,NYKings06,2472889070498,2025-10-13T12:17:51.138289
37.0,51.0,0.0,23.0,0.16,-0.16,-0.75,Slick__AV,2472889070498,2025-10-13T12:17:56.770276
55.0,100.0,17.0,56.0,2.38,-1.38,0.32,MrBazzzz,2472618190277,2025-10-13T12:18:17.931967
72.0,34.0,86.0,7.0,0.4,-0.4,-0.68,Mcapp_1,2472618190277,2025-10-13T12:18:23.555331
58.0,100.0,45.0,58.0,2.38,-1.38,0.32,TwoInchTommy565,2472618190277,2025-10-13T12:18:29.190273
38.0,100.0,0.0,33.0,1.39,-0.39,0.32,NYKings06,2472618190277,2025-10-13T12:18:34.818641
60.0,100.0,35.0,65.0,0.0,0.0,0.0,Slick__AV,2472618190277,2025-10-13T12:18:40.444906
78.0,100.0,32.0,61.0,0.18,-0.18,-0.65,Mcapp_1,2484089850081,2025-10-13T17:20:49.067811
58.0,100.0,9.0,57.0,1.97,0.03,1.35,TwoInchTommy565,2484089850081,2025-10-13T17:20:54.690308
71.0,100.0,44.0,98.0,1.25,-0.25,0.35,NYKings06,2484089850081,2025-10-13T17:21:00.319693
85.0,100.0,100.0,84.0,0.81,0.19,0.25,MrBazzzz,2798252350182,2025-10-16T23:55:07.134092
68.0,100.0,47.0,54.0,0.4,0.6,0.25,Mcapp_1,2798252350182,2025-10-16T23:55:12.754044
77.0,100.0,24.0,67.0,1.82,-1.82,-0.75,NYKings06,2798252350182,2025-10-16T23:55:25.438248
57.0,100.0,0.0,39.0,1.21,-0.21,0.25,Slick__AV,2798252350182,2025-10-16T23:55:31.070662
67.0,100.0,78.0,52.0,0.63,0.37,0.46,MrBazzzz,2798074530102,2025-10-16T23:56:07.450632
60.0,34.0,5.0,6.0,0.0,0.0,0.0,Mcapp_1,2798074530102,2025-10-16T23:56:13.081188
63.0,91.0,8.0,25.0,1.42,-1.42,-0.54,NYKings06,2798074530102,2025-10-16T23:56:25.766500
61.0,59.0,44.0,6.0,0.32,-0.32,-0.54,Slick__AV,2798074530102,2025-10-16T23:56:31.400701
32.0,26.0,0.0,7.0,0.5,-0.5,-0.68,MrBazzzz,2788639120190,2025-10-16T23:56:52.517427
88.0,55.0,100.0,29.0,0.0,0.0,0.0,Mcapp_1,2788639120190,2025-10-16T23:56:58.144322
40.0,100.0,0.0,28.0,1.35,-0.35,0.32,NYKings06,2788639120190,2025-10-16T23:57:10.814858
43.0,29.0,50.0,7.0,0.17,-0.17,-0.68,Slick__AV,2788639120190,2025-10-16T23:57:16.439409
51.0,47.0,66.0,6.0,0.9,-0.9,-0.73,MrBazzzz,2802258300133,2025-10-17T11:35:28.379662
36.0,49.0,17.0,7.0,0.9,-0.9,-0.73,TwoInchTommy565,2802258300133,2025-10-17T11:35:41.058605
37.0,17.0,0.0,5.0,0.36,-0.36,-0.73,NYKings06,2802258300133,2025-10-17T11:35:46.691953
55.0,26.0,87.0,6.0,0.36,-0.36,-0.73,Slick__AV,2802258300133,2025-10-17T11:35:52.327261
68.0,24.0,100.0,14.0,0.0,0.0,0.0,Matty__Ice__4,2802258300133,2025-10-17T11:35:57.955141
